DatGeracaoConjuntoDados;AnoLeilao;DatLeilao;NumLeilao;DscNumeroLeilaoCCEE;DscTipoLeilao;NomEmpreendimento;CodCEG;IdeNucleoCEG;SigTipoGeracao;DscFonteEnergia;DscDetalhamentoFonteEnergia;MdaPotenciaInstaladaMW;MdaGarantiaFisicaSEL;VlrEnergiaVendida;VlrPrecoTeto;VlrPrecoLeilao;VlrDesagio;VlrInvestimentoPrevisto;MdaDuracaoContrato;SigUFPrincipal;VlrCotacaoDolar;VlrPrecoTetoDolar;VlrPrecoDolar;VlrInvestimentoDolar;DscEmpresaVencedora
2022-10-01;2012;2012-12-14;2012/6;15° LEN;A-5;Ventos do Norte 3;EOL.CV.MA.030705-0;30705;EOL;Eólica;Eólica;28,80;16,60;16,60;112,00;87,77;21,63;,00;20;MA;2,08;51,70;42,08;37289029,54;Bioenergy Geradora de Energia S.A.
2022-10-01;2012;2012-12-14;2012/6;15° LEN;A-5;Ventos do Norte 4;EOL.CV.MA.030706-8;30706;EOL;Eólica;Eólica;28,80;16,70;16,70;112,00;87,77;21,63;,00;20;MA;2,08;51,70;42,08;37289029,54;Bioenergy Geradora de Energia S.A.
2022-10-01;2012;2012-12-14;2012/6;15° LEN;A-5;Ventos do Norte 5;EOL.CV.MA.030707-6;30707;EOL;Eólica;Eólica;28,80;16,70;16,70;112,00;87,77;21,63;,00;20;MA;2,08;51,70;42,08;37289029,54;Bioenergy Geradora de Energia S.A.
2022-10-01;2012;2012-12-14;2012/6;15° LEN;A-5;Ventos do Norte 6;EOL.CV.MA.030708-4;30708;EOL;Eólica;Eólica;28,80;16,40;16,40;112,00;87,77;21,63;,00;20;MA;2,08;51,70;42,08;37289029,54;Bioenergy Geradora de Energia S.A.
2022-10-01;2012;2012-12-14;2012/6;15° LEN;A-5;Ventos do Norte 7;EOL.CV.MA.030709-2;30709;EOL;Eólica;Eólica;28,80;16,20;16,00;112,00;87,77;21,63;,00;20;MA;2,08;51,70;42,08;37289029,54;Bioenergy Geradora de Energia S.A.
2022-10-01;2012;2012-12-14;2012/6;15° LEN;A-5;Granja Vargas 1;EOL.CV.RS.031129-4;31129;EOL;Eólica;Eólica;28,00;11,50;11,50;112,00;87,50;21,87;102258910,00;20;RS;2,08;51,70;41,95;49030931,15;Enerfin do Brasil Sociedade de Energia Ltda.
2022-10-01;2012;2012-12-14;2012/6;15° LEN;A-5;Cachoeira Caldeirão;UHE.PH.AP.031186-3;31186;UHE;Hidro;Hidro;219,00;129,70;129,70;101,00;95,31;5,63;855930626,00;30;AP;2,08;46,43;45,70;410400185,08;EDP Renováveis Brasil S.A.
2022-10-01;2012;2012-12-14;2012/6;15° LEN;A-5;São Salvador;EOL.CV.BA.031120-0;31120;EOL;Eólica;Eólica;22,40;10,60;10,20;112,00;88,68;20,82;62888030,00;20;BA;2,08;51,70;42,52;30153447,45;Renova Energia S.A.
2022-10-01;2012;2012-12-14;2012/6;15° LEN;A-5;Dois Riachos;EOL.CV.BA.031121-9;31121;EOL;Eólica;Eólica;29,90;13,90;13,90;112,00;89,20;20,35;144121200,00;20;BA;2,08;51,70;42,77;69102991,94;ENEL BRASIL PARTICIPAÇÕES Ltda.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Mussambê;EOL.CV.BA.031352-1;31352;EOL;Eólica;Eólica;29,70;11,50;11,40;117,00;115,80;1,02;103950000,00;20;BA;2,34;47,82;49,31;44260410,46;Brennand Energia S.A.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Brigida VI;EOL.CV.PE.031353-0;31353;EOL;Eólica;Eólica;29,70;15,10;15,10;117,00;116,00;,85;101907000,00;20;PE;2,34;47,82;49,39;43390530,53;Salus - Fundo de Investimento em Participações
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Brigida III;EOL.CV.PE.031354-8;31354;EOL;Eólica;Eólica;29,70;14,40;14,40;117,00;116,00;,85;101907000,00;20;PE;2,34;47,82;49,39;43390530,53;Salus - Fundo de Investimento em Participações
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Esperança;EOL.CV.BA.031355-6;31355;EOL;Eólica;Eólica;29,90;14,70;14,70;117,00;102,40;12,47;139561000,00;20;BA;2,34;47,82;43,60;59423060,55;ENEL BRASIL PARTICIPAÇÕES Ltda.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Assuruá VII;EOL.CV.BA.031356-4;31356;EOL;Eólica;Eólica;18,00;8,90;8,90;117,00;102,79;12,14;69169000,00;20;BA;2,34;47,82;43,77;29451162,39;Centrais Eólicas Assuruá S.A.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Joana II;EOL.CV.PI.031361-0;31361;EOL;Eólica;Eólica;30,00;14,80;14,30;117,00;109,99;5,99;102940000,00;20;PI;2,34;47,82;46,83;43830367,03;Companhia Hidro Elétrica do São Francisco – CHESF
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santo Onofre II;EOL.CV.PI.031362-9;31362;EOL;Eólica;Eólica;30,00;16,60;15,90;117,00;109,98;6,00;102940000,00;20;PI;2,34;47,82;46,83;43830367,03;Companhia Hidro Elétrica do São Francisco – CHESF
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Brigida II;EOL.CV.PE.031363-7;31363;EOL;Eólica;Eólica;29,70;14,70;14,70;117,00;116,00;,85;101907000,00;20;PE;2,34;47,82;49,39;43390530,53;Salus - Fundo de Investimento em Participações
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santo Onofre I;EOL.CV.PI.031364-5;31364;EOL;Eólica;Eólica;30,00;16,20;16,00;117,00;109,98;6,00;102940000,00;20;PI;2,34;47,82;46,83;43830367,03;Companhia Hidro Elétrica do São Francisco – CHESF
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Brigida I;EOL.CV.PE.031365-3;31365;EOL;Eólica;Eólica;13,50;6,60;6,60;117,00;116,00;,85;47335000,00;20;PE;2,34;47,82;49,39;20154560,16;Salus - Fundo de Investimento em Participações
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Joana VIII;EOL.CV.PI.031366-1;31366;EOL;Eólica;Eólica;30,00;15,70;15,60;117,00;109,98;6,00;102940000,00;20;PI;2,34;47,82;46,83;43830367,03;Companhia Hidro Elétrica do São Francisco – CHESF
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Joana VI;EOL.CV.PI.031367-0;31367;EOL;Eólica;Eólica;30,00;15,10;15,10;117,00;109,99;5,99;102940000,00;20;PI;2,34;47,82;46,83;43830367,03;Companhia Hidro Elétrica do São Francisco – CHESF
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Joana XIV;EOL.CV.PI.031368-8;31368;EOL;Eólica;Eólica;30,00;14,90;14,70;117,00;109,99;5,99;102940000,00;20;PI;2,34;47,82;46,83;43830367,03;Companhia Hidro Elétrica do São Francisco – CHESF
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Brigida IV;EOL.CV.PE.031370-0;31370;EOL;Eólica;Eólica;29,70;14,00;14,00;117,00;116,00;,85;101907000,00;20;PE;2,34;47,82;49,39;43390530,53;Salus - Fundo de Investimento em Participações
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Joana XI;EOL.CV.PI.031388-2;31388;EOL;Eólica;Eólica;30,00;16,00;14,10;117,00;109,96;6,01;102940000,00;20;PI;2,34;47,82;46,82;43830367,03;Companhia Hidro Elétrica do São Francisco – CHESF
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Joana XVI;EOL.CV.PI.031392-0;31392;EOL;Eólica;Eólica;30,00;17,40;15,30;117,00;109,96;6,01;102940000,00;20;PI;2,34;47,82;46,82;43830367,03;Companhia Hidro Elétrica do São Francisco – CHESF
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Joana X;EOL.CV.PI.031393-9;31393;EOL;Eólica;Eólica;30,00;16,00;13,60;117,00;109,96;6,01;102940000,00;20;PI;2,34;47,82;46,82;43830367,03;Companhia Hidro Elétrica do São Francisco – CHESF
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Joana XIII;EOL.CV.PI.031394-7;31394;EOL;Eólica;Eólica;30,00;16,00;13,40;117,00;109,96;6,01;102940000,00;20;PI;2,34;47,82;46,82;43830367,03;Companhia Hidro Elétrica do São Francisco – CHESF
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Abil;EOL.CV.BA.031402-1;31402;EOL;Eólica;Eólica;23,70;11,00;11,00;117,00;105,20;10,08;94201360,00;20;BA;2,34;47,82;44,79;40109580,18;Renova Energia S.A.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Tabua;EOL.CV.BA.031403-0;31403;EOL;Eólica;Eólica;15,00;7,40;7,40;117,00;104,80;10,42;59910860,00;20;BA;2,34;47,82;44,62;25509179,94;Renova Energia S.A.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Angico;EOL.CV.BA.031404-8;31404;EOL;Eólica;Eólica;8,10;3,90;3,90;117,00;111,30;4,87;32980490,00;20;BA;2,34;47,82;47,39;14042616,88;Renova Energia S.A.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Jabuticaba;EOL.CV.BA.031405-6;31405;EOL;Eólica;Eólica;9,00;4,50;4,50;117,00;104,38;10,78;34210530,00;20;BA;2,34;47,82;44,44;14566350,17;Renova Energia S.A.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Taboquinha;EOL.CV.BA.031406-4;31406;EOL;Eólica;Eólica;21,60;10,10;10,10;117,00;105,99;9,41;86431240,00;20;BA;2,34;47,82;45,13;36801175,17;Renova Energia S.A.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Folha de Serra;EOL.CV.BA.031407-2;31407;EOL;Eólica;Eólica;21,00;9,70;9,70;117,00;103,60;11,45;84211200,00;20;BA;2,34;47,82;44,11;35855914,16;Renova Energia S.A.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Jacarandá do Cerrado;EOL.CV.BA.031408-0;31408;EOL;Eólica;Eólica;21,00;9,50;9,50;117,00;103,99;11,11;84211200,00;20;BA;2,34;47,82;44,28;35855914,16;Renova Energia S.A.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Joana XII;EOL.CV.PI.031414-5;31414;EOL;Eólica;Eólica;30,00;16,90;15,30;117,00;109,96;6,01;102940000,00;20;PI;2,34;47,82;46,82;43830367,03;Companhia Hidro Elétrica do São Francisco – CHESF
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Pitimbu;EOL.CV.CE.031415-3;31415;EOL;Eólica;Eólica;18,00;7,20;6,40;117,00;115,90;,94;70031890,00;20;CE;2,34;47,82;49,35;29818568,51;Fundo de Investimento em Participações Caixa Milão
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Joana XV;EOL.CV.PI.031416-1;31416;EOL;Eólica;Eólica;30,00;16,20;15,00;117,00;109,96;6,01;102940000,00;20;PI;2,34;47,82;46,82;43830367,03;Companhia Hidro Elétrica do São Francisco – CHESF
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Joana IX;EOL.CV.PI.031417-0;31417;EOL;Eólica;Eólica;30,00;15,80;13,20;117,00;109,96;6,01;102940000,00;20;PI;2,34;47,82;46,82;43830367,03;Companhia Hidro Elétrica do São Francisco – CHESF
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Acácia;EOL.CV.BA.031418-8;31418;EOL;Eólica;Eólica;16,20;6,90;6,90;117,00;113,70;2,82;65050940,00;20;BA;2,34;47,82;48,41;27697751,85;Renova Energia S.A.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Brigida VII;EOL.CV.PE.031422-6;31422;EOL;Eólica;Eólica;29,70;14,90;14,90;117,00;116,00;,85;101907000,00;20;PE;2,34;47,82;49,39;43390530,53;Salus - Fundo de Investimento em Participações
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;São Galvão;EOL.CV.CE.031423-4;31423;EOL;Eólica;Eólica;22,00;9,50;9,20;117,00;115,90;,94;84535880,00;20;CE;2,34;47,82;49,35;35994158,22;Fundo de Investimento em Participações Caixa Milão
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Vaqueta;EOL.CV.BA.031424-2;31424;EOL;Eólica;Eólica;23,40;10,70;10,70;117,00;105,55;9,78;93791320,00;20;BA;2,34;47,82;44,94;39934991,06;Renova Energia S.A.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santo Onofre III;EOL.CV.PI.031886-8;31886;EOL;Eólica;Eólica;30,00;16,70;16,70;117,00;109,98;6,00;102940000,00;20;PI;2,34;47,82;46,83;43830367,03;Companhia Hidro Elétrica do São Francisco – CHESF
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Baraúnas I;EOL.CV.BA.031335-1;31335;EOL;Eólica;Eólica;29,70;12,40;12,20;117,00;115,80;1,02;103950000,00;20;BA;2,34;47,82;49,31;44260410,46;Brennand Energia S.A.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Morro Branco I;EOL.CV.BA.031336-0;31336;EOL;Eólica;Eólica;29,70;12,70;12,50;117,00;115,80;1,02;103950000,00;20;BA;2,34;47,82;49,31;44260410,46;Brennand Energia S.A.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Maniçoba;EOL.CV.BA.031337-8;31337;EOL;Eólica;Eólica;29,90;16,10;15,50;117,00;102,70;12,22;134488800,00;20;BA;2,34;47,82;43,73;57263390,96;ENEL BRASIL PARTICIPAÇÕES Ltda.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Damascena;EOL.CV.BA.031338-6;31338;EOL;Eólica;Eólica;29,90;16,70;16,10;117,00;98,50;15,81;144121200,00;20;BA;2,34;47,82;41,94;61364727,92;ENEL BRASIL PARTICIPAÇÕES Ltda.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Assuruá V;EOL.CV.BA.031341-6;31341;EOL;Eólica;Eólica;20,00;10,10;10,10;117,00;102,78;12,15;90864000,00;20;BA;2,34;47,82;43,76;38688580,43;Centrais Eólicas Assuruá S.A.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Caetité B;EOL.CV.BA.031342-4;31342;EOL;Eólica;Eólica;30,00;10,90;10,80;117,00;116,29;,60;88587000,00;20;BA;2,34;47,82;49,51;37719066,68;Centrais Eólicas de Caetité Participações S.A.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Assuruá II;EOL.CV.BA.031343-2;31343;EOL;Eólica;Eólica;30,00;14,60;14,60;117,00;102,77;12,16;112558000,00;20;BA;2,34;47,82;43,76;47925572,68;Centrais Eólicas Assuruá S.A.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Caetité A;EOL.CV.BA.031344-0;31344;EOL;Eólica;Eólica;30,00;12,10;11,90;117,00;116,29;,60;88587000,00;20;BA;2,34;47,82;49,51;37719066,68;Centrais Eólicas de Caetité Participações S.A.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Ventos de Santa Brigida V;EOL.CV.PE.031346-7;31346;EOL;Eólica;Eólica;29,70;15,00;15,00;117,00;116,00;,85;101907000,00;20;PE;2,34;47,82;49,39;43390530,53;Salus - Fundo de Investimento em Participações
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Teiú 2;EOL.CV.BA.031431-5;31431;EOL;Eólica;Eólica;14,00;4,20;3,70;117,00;105,95;9,44;40161150,00;20;BA;2,34;47,82;45,11;17100038,32;Sequoia Capital Ltda.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Caititu 2;EOL.CV.BA.031432-3;31432;EOL;Eólica;Eólica;14,00;5,10;5,10;117,00;105,95;9,44;40161150,00;20;BA;2,34;47,82;45,11;17100038,32;Sequoia Capital Ltda.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Acauã;EOL.CV.BA.031433-1;31433;EOL;Eólica;Eólica;12,00;3,10;2,60;117,00;105,95;9,44;34423850,00;20;BA;2,34;47,82;45,11;14657178,74;Sequoia Capital Ltda.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Arapapá;EOL.CV.BA.031434-0;31434;EOL;Eólica;Eólica;10,00;2,20;1,90;117,00;105,95;9,44;28686820,00;20;BA;2,34;47,82;45,11;12214434,13;Sequoia Capital Ltda.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Angical 2;EOL.CV.BA.031435-8;31435;EOL;Eólica;Eólica;14,00;5,10;4,90;117,00;105,95;9,44;40161150,00;20;BA;2,34;47,82;45,11;17100038,32;Sequoia Capital Ltda.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Carcará;EOL.CV.BA.031447-1;31447;EOL;Eólica;Eólica;10,00;4,60;4,60;117,00;105,95;9,44;28686580,00;20;BA;2,34;47,82;45,11;12214331,94;Sequoia Capital Ltda.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Corrupião 3;EOL.CV.BA.031458-7;31458;EOL;Eólica;Eólica;14,00;4,20;4,20;117,00;105,95;9,44;40161150,00;20;BA;2,34;47,82;45,11;17100038,32;Sequoia Capital Ltda.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Caititu 3;EOL.CV.BA.031459-5;31459;EOL;Eólica;Eólica;14,00;4,70;4,70;117,00;105,95;9,44;40161150,00;20;BA;2,34;47,82;45,11;17100038,32;Sequoia Capital Ltda.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Cachoeira;EOL.CV.CE.031463-3;31463;EOL;Eólica;Eólica;12,00;5,00;4,80;117,00;115,90;,94;46193540,00;20;CE;2,34;47,82;49,35;19668542,96;Fundo de Investimento em Participações Caixa Milão
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Bom Jesus;EOL.CV.CE.031464-1;31464;EOL;Eólica;Eólica;18,00;8,10;7,90;117,00;115,90;,94;69198750,00;20;CE;2,34;47,82;49,35;29463829,52;Fundo de Investimento em Participações Caixa Milão
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;São Caetano I;EOL.CV.CE.031465-0;31465;EOL;Eólica;Eólica;18,00;7,70;6,40;117,00;115,90;,94;69199000,00;20;CE;2,34;47,82;49,35;29463935,96;Fundo de Investimento em Participações Caixa Milão
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;São Caetano;EOL.CV.CE.031466-8;31466;EOL;Eólica;Eólica;25,20;11,00;10,10;117,00;115,90;,94;96805360,00;20;CE;2,34;47,82;49,35;41218325,81;Fundo de Investimento em Participações Caixa Milão
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Cabo Verde 5;EOL.CV.RS.031515-0;31515;EOL;Eólica;Eólica;16,10;5,40;5,40;117,00;114,90;1,79;61180000,00;20;RS;2,34;47,82;48,92;26049561,44;Enerfin do Brasil Sociedade de Energia Ltda.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Cabo Verde 4;EOL.CV.RS.031516-8;31516;EOL;Eólica;Eólica;29,90;10,10;10,10;117,00;114,99;1,71;113620000,00;20;RS;2,34;47,82;48,96;48377756,96;Enerfin do Brasil Sociedade de Energia Ltda.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Granja Vargas 3;EOL.CV.RS.031521-4;31521;EOL;Eólica;Eólica;16,10;5,60;5,60;117,00;114,90;1,79;61180000,00;20;RS;2,34;47,82;48,92;26049561,44;Enerfin do Brasil Sociedade de Energia Ltda.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Granja Vargas 2;EOL.CV.RS.031522-2;31522;EOL;Eólica;Eólica;18,40;6,50;6,50;117,00;114,90;1,79;69920000,00;20;RS;2,34;47,82;48,92;29770927,36;Enerfin do Brasil Sociedade de Energia Ltda.
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Punaú I;EOL.CV.RN.031629-6;31629;EOL;Eólica;Eólica;24,00;11,00;10,70;117,00;111,81;4,43;92203960,00;20;RN;2,34;47,82;47,61;39259116,07;Fundo de Investimento em Participações Caixa Milão
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Carnaúba V;EOL.CV.RN.031630-0;31630;EOL;Eólica;Eólica;24,00;10,10;9,80;117,00;111,81;4,43;92203960,00;20;RN;2,34;47,82;47,61;39259116,07;Fundo de Investimento em Participações Caixa Milão
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Carnaúba II;EOL.CV.RN.031631-8;31631;EOL;Eólica;Eólica;18,00;7,30;7,10;117,00;111,85;4,40;69199000,00;20;RN;2,34;47,82;47,62;29463935,96;Fundo de Investimento em Participações Caixa Milão
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Carnaúba III;EOL.CV.RN.031632-6;31632;EOL;Eólica;Eólica;16,00;7,50;7,10;117,00;111,83;4,41;61947000,00;20;RN;2,34;47,82;47,62;26376138,98;Fundo de Investimento em Participações Caixa Milão
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Cervantes II;EOL.CV.RN.031633-4;31633;EOL;Eólica;Eólica;12,00;5,60;5,40;117,00;111,84;4,41;46193720,00;20;RN;2,34;47,82;47,62;19668619,60;Fundo de Investimento em Participações Caixa Milão
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Cervantes I;EOL.CV.RN.031634-2;31634;EOL;Eólica;Eólica;16,00;7,10;6,90;117,00;111,81;4,43;61530550,00;20;RN;2,34;47,82;47,61;26198820,57;Fundo de Investimento em Participações Caixa Milão
2022-10-01;2013;2013-08-23;2013/5;5° LER;LER;Carnaúba I;EOL.CV.RN.031626-1;31626;EOL;Eólica;Eólica;22,00;9,40;9,10;117,00;111,82;4,42;84535880,00;20;RN;2,34;47,82;47,61;35994158,22;Fundo de Investimento em Participações Caixa Milão
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Guarani Tanabi 2;UTE.AI.SP.031445-5;31445;UTE;Biomassa;Bagaço de Cana;34,00;16,00;11,30;140,00;133,89;4,36;85676600,00;25;SP;2,35;57,33;56,74;36306720,91;Guarani S.A.
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Campo Grande;UTE.FL.BA.031326-2;31326;UTE;Biomassa;Cavaco de Madeira;150,00;122,10;122,10;140,00;136,69;2,36;496407000,00;25;BA;2,35;57,33;57,92;210359776,25;Campo Grande BioeletricidadeS.A.
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Ypê;PCH.PH.GO.031327-0;31327;PCH;Hidro;Hidro;29,30;16,70;16,70;140,00;131,20;6,28;149483000,00;18;GO;2,35;57,33;55,60;63345622,51;Santa Helena Energia Ltda.
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Canto do Buriti;UTE.FL.PI.031347-5;31347;UTE;Biomassa;Cavaco de Madeira;150,00;119,10;119,10;140,00;136,69;2,36;469407000,00;25;PI;2,35;57,33;57,92;198918128,65;Canto do Buriti Bioeletricidade S.A.
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Sinop;UHE.PH.MT.031428-5;31428;UHE;Hidro;Hidro;400,00;239,80;215,80;118,00;109,40;7,28;1777429780,00;18;MT;2,35;48,00;46,36;753212043,39;ALUPAR Investimento S.A.
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Salto Apiacás;UHE.PH.MT.031401-3;31401;UHE;Hidro;Hidro;45,00;22,90;22,40;140,00;119,97;14,30;178394060,00;18;MT;2,35;57,33;50,84;75597109,92;ENEL BRASIL PARTICIPAÇÕES Ltda.
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Santo Cristo;PCH.PH.SC.030982-6;30982;PCH;Hidro;Hidro;19,50;10,80;,50;140,00;129,00;7,85;165698690,00;18;SC;2,35;57,33;54,67;70217259,94;Eletrosul Centrais Elétricas S.A.
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Verde 08;PCH.PH.GO.030973-7;30973;PCH;Hidro;Hidro;28,50;16,90;13,10;140,00;130,00;7,14;204796000,00;18;GO;2,35;57,33;55,09;86785320,79;ALUPAR Investimento S.A.
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Manopla (Luiz Dias Lins);PCH.PH.PE.030572-3;30572;PCH;Hidro;Hidro;5,00;2,60;2,60;140,00;128,99;7,86;44959060,00;18;PE;2,35;57,33;54,66;19052063,73;Brennand Energia Manopla S.A.
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Delta;UTE.AI.MG.028219-7;28219;UTE;Biomassa;Bagaço de Cana;40,00;23,80;19,00;140,00;135,31;3,35;113600000,00;25;MG;2,35;57,33;57,34;48139672,85;Usina Delta S.A.
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Cantú 2;PCH.PH.PR.029180-3;29180;PCH;Hidro;Hidro;18,00;9,50;9,50;140,00;128,99;7,86;112082180,00;18;PR;2,35;57,33;54,66;47496474,28;Cantu Energética S.A.
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Eldorado;UTE.AI.MS.029193-5;29193;UTE;Biomassa;Bagaço de Cana;116,00;52,20;52,20;140,00;132,30;5,49;215429000,00;25;MS;2,35;57,33;56,06;91291211,12;Usina Eldorado S.A.
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Mata Velha;PCH.PH.MG.028607-9;28607;PCH;Hidro;Hidro;24,00;13,10;12,70;140,00;128,99;7,86;178544660,00;18;MG;2,35;57,33;54,66;75660928,89;Mata Velha Energética S.A.
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Da Fazenda;PCH.PH.MT.029734-8;29734;PCH;Hidro;Hidro;19,50;9,10;9,10;140,00;120,00;14,28;126336230,00;18;MT;2,35;57,33;50,85;53536837,87;Enel Green Power Fazenda S.A.
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Cabeça de Boi;PCH.PH.MT.029733-0;29733;PCH;Hidro;Hidro;29,68;13,60;13,60;140,00;119,99;14,29;188169560,00;30;MT;2,35;57,33;50,85;79739622,00;Enel Green Power Cabeça De Boi S.A.
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Guarani Tanabi;UTE.AI.SP.030095-0;30095;UTE;Biomassa;Bagaço de Cana;34,00;15,00;10,60;140,00;134,89;3,65;93750000,00;25;SP;2,35;57,33;57,16;39727943,05;Guarani S.A.
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Santa Helena;UTE.AI.MS.030173-6;30173;UTE;Biomassa;Bagaço de Cana;45,00;15,20;15,20;140,00;132,81;5,13;165000000,00;25;MS;2,35;57,33;56,28;69921179,76;Energética Santa Helena S.A.
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Caarapó;UTE.AI.MS.030104-3;30104;UTE;Biomassa;Bagaço de Cana;38,00;17,00;15,30;140,00;134,37;4,02;140143300,00;25;MS;2,35;57,33;56,94;59387787,10;Raízen Caarapó S.A. Açúcar e Álcool
2022-10-01;2013;2013-08-29;2013/6;16º LEN;A-5;Amandina;UTE.AI.MS.030115-9;30115;UTE;Biomassa;Bagaço de Cana;40,00;13,30;10,00;140,00;135,00;3,57;94329630,00;25;MS;2,35;57,33;57,21;39973569,79;Adecoagro Vale do Ivinhema S.A.
2022-10-01;2013;2013-08-29;2013/9;17° LEN;A-3;Ventos de Santa Joana IV;EOL.CV.PI.031520-6;31520;EOL;Eólica;Eólica;30,00;14,20;14,20;126,00;125,37;,49;105250000,00;20;PI;2,35;51,39;53,13;44601237,39;Companhia Hidro Elétrica do São Francisco – CHESF
