DatGeracaoConjuntoDados;AnoLeilao;DatLeilao;NumLeilao;DscNumeroLeilaoCCEE;DscTipoLeilao;NomEmpreendimento;CodCEG;IdeNucleoCEG;SigTipoGeracao;DscFonteEnergia;DscDetalhamentoFonteEnergia;MdaPotenciaInstaladaMW;MdaGarantiaFisicaSEL;VlrEnergiaVendida;VlrPrecoTeto;VlrPrecoLeilao;VlrDesagio;VlrInvestimentoPrevisto;MdaDuracaoContrato;SigUFPrincipal;VlrCotacaoDolar;VlrPrecoTetoDolar;VlrPrecoDolar;VlrInvestimentoDolar;DscEmpresaVencedora
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;São Bento do Norte I;EOL.CV.RN.033640-8;33640;EOL;Eólica;Eólica;24,00;9,70;9,70;137,00;135,50;1,09;91134800,00;20;RN;2,56;51,39;52,81;38881094,35;Cutia Empreendimentos Eólicos SPE S.A.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;São Bento do Norte II;EOL.CV.RN.033642-4;33642;EOL;Eólica;Eólica;24,00;10,00;10,00;137,00;135,50;1,09;91134800,00;20;RN;2,56;51,39;52,81;38881094,35;Cutia Empreendimentos Eólicos SPE S.A.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;São Bento do Norte III;EOL.CV.RN.033643-2;33643;EOL;Eólica;Eólica;22,00;9,60;9,60;137,00;135,50;1,09;87477000,00;20;RN;2,56;51,39;52,81;38881094,35;Cutia Empreendimentos Eólicos SPE S.A.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;São Miguel I;EOL.CV.RN.033644-0;33644;EOL;Eólica;Eólica;22,00;8,70;8,70;137,00;136,97;,02;87477000,00;20;RN;2,56;51,39;53,38;34092131,42;Cutia Empreendimentos Eólicos SPE S.A.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;São Miguel II;EOL.CV.RN.033645-9;33645;EOL;Eólica;Eólica;22,00;8,40;8,40;137,00;136,97;,02;87477000,00;20;RN;2,56;51,39;53,38;34092131,42;Cutia Empreendimentos Eólicos SPE S.A.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;São MigueI III;EOL.CV.RN.033647-5;33647;EOL;Eólica;Eólica;22,00;8,40;8,40;137,00;136,97;,02;87477000,00;20;RN;2,56;51,39;53,38;34092131,42;Cutia Empreendimentos Eólicos SPE S.A.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;Ventos da Santa Dulce;EOL.CV.BA.033648-3;33648;EOL;Eólica;Eólica;28,00;12,80;9,00;137,00;135,27;1,26;100881200,00;20;BA;2,56;51,39;52,72;39316107,41;ENEL BRASIL PARTICIPAÇÕES Ltda.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;Ventos da Santa Esperança;EOL.CV.BA.033649-1;33649;EOL;Eólica;Eólica;28,00;13,10;9,20;137,00;135,26;1,27;100881200,00;20;BA;2,56;51,39;52,71;39316107,41;ENEL BRASIL PARTICIPAÇÕES Ltda.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;Ventos do São Mario;EOL.CV.BA.033650-5;33650;EOL;Eólica;Eólica;28,00;13,90;9,80;137,00;137,00;,00;100881200,00;20;BA;2,56;51,39;53,39;39316107,41;ENEL BRASIL PARTICIPAÇÕES Ltda.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;Ventos do São Paulo;EOL.CV.BA.033652-1;33652;EOL;Eólica;Eólica;28,00;13,80;9,70;137,00;135,25;1,27;100881200,00;20;BA;2,56;51,39;52,71;39316107,41;ENEL BRASIL PARTICIPAÇÕES Ltda.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;Canoas;EOL.CV.PB.033663-7;33663;EOL;Eólica;Eólica;30,00;17,10;16,10;137,00;136,24;,55;98192290,00;20;PB;2,56;51,39;53,10;38268167,11;Força Eólica do Brasil S.A.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;Lagoa 1;EOL.CV.PB.033664-5;33664;EOL;Eólica;Eólica;30,00;18,60;17,20;137,00;136,24;,55;98192290,00;20;PB;2,56;51,39;53,10;38268167,11;Força Eólica do Brasil S.A.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;Lagoa 2;EOL.CV.PB.033665-3;33665;EOL;Eólica;Eólica;30,00;16,40;15,50;137,00;136,24;,55;98192290,00;20;PB;2,56;51,39;53,10;38268167,11;Força Eólica do Brasil S.A.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;Boa Esperança I;EOL.CV.RN.033666-1;33666;EOL;Eólica;Eólica;28,00;14,40;14,40;137,00;135,48;1,10;116217000,00;20;RN;2,56;51,39;52,80;45292879,69;Gestamp Eólica S.L.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;Ventos de São Virgilo 02;EOL.CV.PI.033667-0;33667;EOL;Eólica;Eólica;30,00;15,40;15,40;137,00;136,99;,00;108087000,00;20;PI;2,56;51,39;53,39;42124400,80;Salus - Fundo de Investimento em Participações
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;Acre;UTE.FL.AC.033377-8;33377;UTE;Biomassa;Cavaco de Madeira;163,99;135,10;110,00;209,00;206,90;1,00;860940000,00;25;AC;2,56;79,45;80,63;335531392,49;YSER Timberland Investment Energy S.A.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;Costa Rica I;UTE.FL.MS.033378-6;33378;UTE;Biomassa;Cavaco de Madeira;163,99;135,10;110,00;209,00;207,32;,80;860940000,00;25;MS;2,56;79,45;80,80;335531392,49;YSER Timberland Investment Energy S.A.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;CNE;UTE.AI.GO.033379-4;33379;UTE;Biomassa;Bagaço de Cana;105,00;59,80;43,00;209,00;205,23;1,80;231600100,00;25;GO;2,56;79,45;79,98;90260766,20;Centro Norte Energia S.A.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;Guarani Cruz Alta;UTE.AI.SP.033380-8;33380;UTE;Biomassa;Bagaço de Cana;25,00;11,40;8,00;209,00;198,50;5,02;62147000,00;25;SP;2,56;79,45;77,36;24220351,53;Guarani S.A.
2022-10-01;2014;2014-11-28;2014/6;20º LEN;A-5;Lajari;PCH.PH.MT.033386-7;33386;PCH;Hidro;Hidro;20,88;10,90;9,00;164,00;160,90;1,89;110737540,00;30;MT;2,56;61,92;62,71;43157387,27;Lajari Energética S.A.
2022-10-01;2015;2015-04-27;2015/2;3º LFA;FA;Cristalândia I;EOL.CV.BA.032081-1;32081;EOL;Eólica;Eólica;30,00;14,10;9,90;179,00;177,47;,85;146921100,00;20;BA;2,91;59,36;60,83;50362012,82;Enel Green Power Brasil Participações Ltda.
2022-10-01;2015;2015-04-27;2015/2;3º LFA;FA;Cristalândia II;EOL.CV.BA.032082-0;32082;EOL;Eólica;Eólica;30,00;14,20;10,00;179,00;177,46;,86;146921100,00;20;BA;2,91;59,36;60,83;50362012,82;Enel Green Power Brasil Participações Ltda.
2022-10-01;2015;2015-04-27;2015/2;3º LFA;FA;Cristalândia III;EOL.CV.BA.032083-8;32083;EOL;Eólica;Eólica;30,00;14,00;9,80;179,00;177,48;,84;146921100,00;20;BA;2,91;59,36;60,84;50362012,82;Enel Green Power Brasil Participações Ltda.
2022-10-01;2015;2015-04-27;2015/2;3º LFA;FA;Jalles Machado;UTE.AI.GO.028112-3;28112;UTE;Biomassa;Bagaço de Cana;20,73;7,90;6,70;215,00;214,30;,32;,00;20;GO;2,91;71,70;73,46;,00;Jalles Machado S.A.
2022-10-01;2015;2015-04-27;2015/2;3º LFA;FA;Vale do Rosário;UTE.AI.SP.002958-0;2958;UTE;Biomassa;Bagaço de Cana;69,70;34,40;5,20;215,00;213,90;,51;,00;20;SP;2,91;71,70;73,32;,00;Biosev Bioenergia S.A.
2022-10-01;2015;2015-04-27;2015/2;3º LFA;FA;Iacanga Ampliação;UTE.AI.SP.029636-8;29636;UTE;Biomassa;Bagaço de Cana;30,60;14,40;3,50;215,00;209,35;2,62;,00;20;SP;2,91;71,70;71,76;,00;Usina Iacanga de Açúcar e Álcool S.A.
2022-10-01;2015;2015-04-27;2015/2;3º LFA;FA;Ituiutaba;UTE.AI.MG.030094-2;30094;UTE;Biomassa;Bagaço de Cana;53,20;14,40;9,30;215,00;204,91;4,69;,00;20;MG;2,91;71,70;70,24;,00;Ituiutaba Bioenergia Ltda.
2022-10-01;2015;2015-04-27;2015/2;3º LFA;FA;Potirendaba;UTE.AI.SP.029655-4;29655;UTE;Biomassa;Bagaço de Cana;40,20;13,20;10,00;215,00;214,60;,18;,00;20;SP;2,91;71,70;73,56;,00;Noble Brasil S.A.
2022-10-01;2015;2015-04-27;2015/2;3º LFA;FA;Tropical Bioenergia;UTE.AI.GO.030080-2;30080;UTE;Biomassa;Bagaço de Cana;70,00;26,80;17,50;215,00;207,09;3,67;,00;20;GO;2,91;71,70;70,99;,00;TROPICAL BIOENERGIA S.A.
2022-10-01;2015;2015-04-27;2015/2;3º LFA;FA;Rio Pardo;UTE.AI.SP.030065-9;30065;UTE;Biomassa;Bagaço de Cana;60,00;9,40;9,40;215,00;212,00;1,39;,00;20;SP;2,91;71,70;72,67;,00;Rio Pardo Termoelétrica Ltda.
2022-10-01;2015;2015-04-27;2015/2;3º LFA;FA;Clealco Queiroz;UTE.AI.SP.030036-5;30036;UTE;Biomassa;Bagaço de Cana;45,00;14,10;5,60;215,00;206,52;3,94;,00;20;SP;2,91;71,70;70,79;,00;Clealco Açúcar e Alcool S.A.
2022-10-01;2015;2015-04-30;2015/3;21º LEN;A-5;Confluência;PCH.PH.PR.029068-8;29068;PCH;Hidro;Hidro;27,00;13,72;13,50;210,00;205,00;2,38;129600000,00;30;PR;3,01;67,66;68,00;42992204,35;Confluência Energia S.A.
2022-10-01;2015;2015-04-30;2015/3;21º LEN;A-5;Tigre;PCH.PH.PR.029222-2;29222;PCH;Hidro;Hidro;9,00;5,25;1,00;210,00;195,00;7,14;29677000,00;30;PR;3,01;67,66;64,69;9844750,37;Tigre Produção de Energia Elétrica Ltda.
2022-10-01;2015;2015-04-30;2015/3;21º LEN;A-5;Verde 4;PCH.PH.MS.029260-5;29260;PCH;Hidro;Hidro;19,00;13,82;13,40;210,00;206,98;1,43;193606480,00;30;MS;3,01;67,66;68,66;64225072,15;Savana Geração de Energia S.A.
2022-10-01;2015;2015-04-30;2015/3;21º LEN;A-5;Verde 4A;PCH.PH.MS.029261-3;29261;PCH;Hidro;Hidro;28,00;19,74;19,20;210,00;206,49;1,67;267987130,00;30;MS;3,01;67,66;68,50;88899363,08;Phoenix Geração de Energia S.A.
2022-10-01;2015;2015-04-30;2015/3;21º LEN;A-5;Itaocara I;UHE.PH.RJ.027969-2;27969;UHE;Hidro;Hidro;150,00;93,40;89,20;155,00;154,99;,00;875543950,00;30;RJ;3,01;49,42;51,41;290444169,85;Itaocara Energia Ltda.
2022-10-01;2015;2015-04-30;2015/3;21º LEN;A-5;Codora;UTE.AI.GO.030355-0;30355;UTE;Biomassa;Bagaço de Cana;20,00;6,20;6,20;281,00;278,50;,88;20895200,00;20;GO;3,01;70,32;92,39;6931564,11;Codora Energia Ltda.
2022-10-01;2015;2015-04-30;2015/3;21º LEN;A-5;Serra dos Cavalinhos I;PCH.PH.RS.031324-6;31324;PCH;Hidro;Hidro;25,00;14,52;14,10;210,00;206,48;1,67;219620880,00;30;RS;3,01;67,66;68,50;72854828,33;Serra dos Cavalinhos I Energética S.A.
2022-10-01;2015;2015-04-30;2015/3;21º LEN;A-5;Porto de Sergipe I;UTE.GN.SE.032228-8;32228;UTE;Gás;Gás Natural;1515,64;867,00;867,00;281,00;279,00;,71;3294500000,00;20;SE;3,01;70,32;92,55;1092884392,10;GPE Sergipe Empreendimentos SPE Ltda.
2022-10-01;2015;2015-04-30;2015/3;21º LEN;A-5;Bandeirante;PCH.PH.MS.032163-0;32163;PCH;Hidro;Hidro;27,15;18,40;16,50;210,00;203,98;2,86;158653000,00;30;MS;3,01;67,66;67,67;52629955,22;Atiaia Energia S.A.
2022-10-01;2015;2015-04-30;2015/3;21º LEN;A-5;Santa Vitória;UTE.AI.MG.031268-1;31268;UTE;Biomassa;Bagaço de Cana;41,40;30,90;30,90;281,00;272,00;3,20;245200000,00;20;MG;3,01;70,32;90,23;81340189,09;ERB MG Energias S.A.
2022-10-01;2015;2015-04-30;2015/3;21º LEN;A-5;Boa Vista II;PCH.PH.MG.033465-0;33465;PCH;Hidro;Hidro;26,50;14,41;14,00;210,00;207,64;1,12;168531330,00;30;MG;3,01;67,66;68,88;55906893,35;SPE Boa Vista 2 Energia Ltda.
2022-10-01;2015;2015-04-30;2015/3;21º LEN;A-5;Boltbah;UTE.GN.BA.033467-7;33467;UTE;Biomassa;Cavaco de Madeira;50,00;41,40;41,40;281,00;272,01;3,19;227561000,00;20;BA;3,01;70,32;90,23;75488804,11;Bolt Energias S.A.
2022-10-01;2015;2015-04-30;2015/3;21º LEN;A-5;Secretário;PCH.PH.RJ.032922-3;32922;PCH;Hidro;Hidro;2,68;1,28;1,20;210,00;202,99;3,33;14182690,00;30;RJ;3,01;67,66;67,34;4704823,35;Geomecânica S.A.
2022-10-01;2015;2015-04-30;2015/3;21º LEN;A-5;Tibagi Montante;UHE.PH.PR.032923-1;32923;UHE;Hidro;Hidro;32,00;20,26;19,00;210,00;209,50;,23;217254110,00;30;PR;3,01;67,66;69,50;72069699,78;Minas PCH S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Ventos De São Vicente 10;EOL.CV.PI.033136-8;33136;EOL;Eólica;Eólica;29,90;14,00;13,70;184,00;182,41;,86;112087070,00;20;PI;3,50;50,56;52,11;32018473,45;Ventos de São Vicente Energias Renováveis S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Ventos De São Vicente 14;EOL.CV.PI.033138-4;33138;EOL;Eólica;Eólica;30,00;15,60;14,50;184,00;182,40;,86;112461940,00;20;PI;3,50;50,56;52,10;32125557,75;Ventos de São Vicente Energias Renováveis S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Ventos De São Vicente 13;EOL.CV.PI.033139-2;33139;EOL;Eólica;Eólica;29,90;13,70;11,60;184,00;182,42;,85;112087070,00;20;PI;3,50;50,56;52,11;32018473,45;Ventos de São Vicente Energias Renováveis S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Ventos De São Vicente 12;EOL.CV.PI.033140-6;33140;EOL;Eólica;Eólica;30,00;15,60;13,20;184,00;182,41;,86;112461940,00;20;PI;3,50;50,56;52,11;32125557,75;Ventos de São Vicente Energias Renováveis S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Ventos De São Vicente 11;EOL.CV.PI.033141-4;33141;EOL;Eólica;Eólica;29,90;14,10;12,40;184,00;182,42;,85;112087070,00;20;PI;3,50;50,56;52,11;32018473,45;Ventos de São Vicente Energias Renováveis S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Ventos De São Vicente 09;EOL.CV.PI.033143-0;33143;EOL;Eólica;Eólica;29,90;14,60;13,10;184,00;182,41;,86;112087070,00;20;PI;3,50;50,56;52,11;32018473,45;Ventos de São Vicente Energias Renováveis S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Ventos De São Vicente 08;EOL.CV.PI.033144-9;33144;EOL;Eólica;Eólica;30,00;16,00;14,50;184,00;182,39;,87;112461940,00;20;PI;3,50;50,56;52,10;32125557,75;Ventos de São Vicente Energias Renováveis S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Ventos Do Norte 13;EOL.CV.MA.033673-4;33673;EOL;Eólica;Eólica;30,00;13,10;12,80;184,00;179,87;2,24;77770000,00;20;MA;3,50;50,56;51,38;22215556,89;Omega Desenvolvimento de Energia S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Ventos Do Norte 15;EOL.CV.MA.033675-0;33675;EOL;Eólica;Eólica;30,00;13,10;12,80;184,00;179,86;2,24;77770000,00;20;MA;3,50;50,56;51,38;22215556,89;Omega Desenvolvimento de Energia S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Ventos Do Norte 18;EOL.CV.MA.033680-7;33680;EOL;Eólica;Eólica;30,00;13,80;13,50;184,00;179,85;2,25;77770000,00;20;MA;3,50;50,56;51,38;22215556,89;Omega Desenvolvimento de Energia S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Testa Branca III;EOL.CV.PI.033479-0;33479;EOL;Eólica;Eólica;22,00;8,80;8,60;184,00;178,88;2,78;86945230,00;20;PI;3,50;50,56;51,10;24836526,98;Testa Branca III Energia S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Ventos Maranhenses 01;EOL.CV.MA.033682-3;33682;EOL;Eólica;Eólica;30,00;12,70;12,40;184,00;179,88;2,23;77770000,00;20;MA;3,50;50,56;51,38;22215556,89;Omega Desenvolvimento de Energia S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Ventos Maranhenses 02;EOL.CV.MA.033683-1;33683;EOL;Eólica;Eólica;30,00;13,00;12,70;184,00;179,88;2,23;77770000,00;20;MA;3,50;50,56;51,38;22215556,89;Omega Desenvolvimento de Energia S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Ventos Maranhenses 03;EOL.CV.MA.033684-0;33684;EOL;Eólica;Eólica;30,00;13,10;12,80;184,00;179,87;2,24;77770000,00;20;MA;3,50;50,56;51,38;22215556,89;Omega Desenvolvimento de Energia S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Ventos Maranhenses 04;EOL.CV.MA.033685-8;33685;EOL;Eólica;Eólica;30,00;13,50;13,20;184,00;179,86;2,24;77770000,00;20;MA;3,50;50,56;51,38;22215556,89;Omega Desenvolvimento de Energia S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;São Sepé;UTE.AI.RS.034046-4;34046;UTE;Biomassa;Casca de Arroz;8,00;6,80;6,20;218,00;212,00;2,75;45920000,00;25;RS;3,50;60,27;60,56;13117376,52;Sepé Geração De Energia Ltda.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Estrela;EOL.CV.CE.032010-2;32010;EOL;Eólica;Eólica;29,70;14,00;13,60;184,00;181,49;1,36;161238460,00;20;CE;3,50;50,56;51,84;46058919,64;Central Eólica Trairí II Ltda.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Cacimbas 1;EOL.CV.CE.032011-0;32011;EOL;Eólica;Eólica;18,90;10,20;9,90;184,00;181,49;1,36;93193320,00;20;CE;3,50;50,56;51,84;26621338,59;Central Eólica Cacimbas Ltda.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Ouro Verde;EOL.CV.CE.032012-9;32012;EOL;Eólica;Eólica;29,70;13,20;12,80;184,00;181,49;1,36;149178440,00;20;CE;3,50;50,56;51,84;42613888,65;Usina Geradora Eólica Santa Mônica Spe II Ltda.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Santa Monica I;EOL.CV.CE.032013-7;32013;EOL;Eólica;Eólica;18,90;10,00;9,70;184,00;181,49;1,36;92807410,00;20;CE;3,50;50,56;51,84;26511100,64;Usina Geradora Eólica Santa Mônica Spe S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Prosperidade I;UTE.GN.BA.032545-7;32545;UTE;Gás;Gás Natural;28,02;23,30;22,70;218,00;214,25;1,72;93306000,00;25;BA;3,50;60,27;61,20;26653526,44;Imetame Energia Ltda.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Santa Carolina;PCH.PH.RS.030723-8;30723;PCH;Hidro;Hidro;10,50;5,13;4,60;216,00;203,00;6,01;40095000,00;30;RS;3,50;59,70;57,99;11453423,60;Carolina Geração De Energia Ltda.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Das Pedras;PCH.PH.SC.030575-8;30575;PCH;Hidro;Hidro;5,60;3,30;2,30;216,00;207,00;4,16;34528750,00;30;SC;3,50;59,70;59,13;9863384,47;Euclides Maciel Energética S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Fortuna II;PCH.PH.MG.028426-2;28426;PCH;Hidro;Hidro;9,00;4,66;4,60;216,00;205,50;4,86;59341760,00;30;MG;3,50;59,70;58,70;16951398,29;PCH Fortuna II S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Senhora do Porto;PCH.PH.MG.028735-0;28735;PCH;Hidro;Hidro;12,00;6,51;6,50;216,00;205,50;4,86;68015160,00;30;MG;3,50;59,70;58,70;19429017,05;PCH Senhora Do Porto S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Jacaré;PCH.PH.MG.028749-0;28749;PCH;Hidro;Hidro;9,00;4,99;4,90;216,00;205,50;4,86;56317360,00;30;MG;3,50;59,70;58,70;16087456,79;PCH Jacaré S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Dores De Guanhaes;PCH.PH.MG.028781-4;28781;PCH;Hidro;Hidro;14,00;7,14;7,10;216,00;205,50;4,86;85761310,00;30;MG;3,50;59,70;58,70;24498331,76;PCH Dores De Guanhães S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Clealco Queiroz;UTE.AI.SP.030036-5;30036;UTE;Biomassa;Bagaço de Cana;28,50;14,50;14,50;218,00;210,73;3,33;70000000,00;25;SP;3,50;60,27;60,20;19996000,80;Clealco Açúcar e Alcool S.A.
2022-10-01;2015;2015-08-21;2015/4;22º LEN;A-3;Xavantina;PCH.PH.SC.030263-5;30263;PCH;Hidro;Hidro;6,07;3,54;3,10;216,00;202,85;6,08;38021610,00;30;SC;3,50;59,70;57,95;10861144,91;Xavantina Energética S.A.
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;Angico 1;UFV.RS.PB.034085-5;34085;UFV;Solar;Fotovoltaica;27,00;6,70;6,70;349,00;296,00;15,18;121258000,00;20;PB;3,58;95,42;82,63;33849203,03;Kawa Solar Holdings Ltd
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;Malta;UFV.RS.PB.034086-3;34086;UFV;Solar;Fotovoltaica;27,00;6,70;6,70;349,00;296,00;15,18;121258000,00;20;PB;3,58;95,42;82,63;33849203,03;Kawa Solar Holdings Ltd
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;Assuruá;UFV.RS.BA.034120-7;34120;UFV;Solar;Fotovoltaica;30,00;8,80;8,60;349,00;298,50;14,46;126515010,00;20;BA;3,58;95,42;83,33;35316698,77;Supernova Investimentos e Participações em Energia
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;BJL 11;UFV.RS.BA.034153-3;34153;UFV;Solar;Fotovoltaica;20,00;5,00;5,00;349,00;303,50;13,03;79481000,00;20;BA;3,58;95,42;84,72;22187142,34;Quaatro Participações S.A.
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;Horizonte MP 11;UFV.RS.BA.033777-3;33777;UFV;Solar;Fotovoltaica;20,00;6,10;6,10;349,00;301,83;13,51;112770380,00;20;BA;3,58;95,42;84,26;31479881,64;Enel Green Power Brasil Participações Ltda.
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;São Pedro II;UFV.RS.BA.033782-0;33782;UFV;Solar;Fotovoltaica;29,83;8,00;7,50;349,00;305,51;12,46;122224000,00;20;BA;3,58;95,42;85,28;34118862,18;Renova Energia S.A.
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;São Pedro IV;UFV.RS.BA.033784-6;33784;UFV;Solar;Fotovoltaica;29,83;8,00;7,50;349,00;305,51;12,46;122224000,00;20;BA;3,58;95,42;85,28;34118862,18;Renova Energia S.A.
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;Verde Vale III;UFV.RS.BA.033588-6;33588;UFV;Solar;Fotovoltaica;15,13;3,70;3,70;349,00;302,92;13,20;66355000,00;20;BA;3,58;57,46;84,56;18523015,94;Vale Verde Energia Ltda.
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;Sol Maior 2;UFV.RS.TO.033608-4;33608;UFV;Solar;Fotovoltaica;5,00;1,20;1,20;349,00;297,00;14,89;20579000,00;20;TO;3,58;95,42;82,91;5744633,34;Sun Premier Rio Energias Renováveis Ltda.
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;Horizonte MP 1;UFV.RS.BA.033757-9;33757;UFV;Solar;Fotovoltaica;30,00;9,20;9,20;349,00;301,83;13,51;156675570,00;20;BA;3,58;95,42;84,26;43736027,13;Enel Green Power Brasil Participações Ltda.
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;Horizonte MP 2;UFV.RS.BA.033759-5;33759;UFV;Solar;Fotovoltaica;30,00;9,20;9,20;349,00;301,83;13,51;156675570,00;20;BA;3,58;95,42;84,26;43736027,13;Enel Green Power Brasil Participações Ltda.
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;Pirapora 5;UFV.RS.MG.033188-0;33188;UFV;Solar;Fotovoltaica;30,00;8,40;8,40;349,00;302,00;13,46;128165000,00;20;MG;3,58;95,42;84,30;35777293,92;Canadian Solar Inc.
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;Pirapora 6;UFV.RS.MG.033189-9;33189;UFV;Solar;Fotovoltaica;30,00;8,40;8,40;349,00;296,45;15,05;128168000,00;20;MG;3,58;95,42;82,75;35778131,37;Canadian Solar Inc.
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;Pirapora 7;UFV.RS.MG.033190-2;33190;UFV;Solar;Fotovoltaica;30,00;8,40;8,40;349,00;299,00;14,32;128168000,00;20;MG;3,58;95,42;83,47;35778131,37;Canadian Solar Inc.
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;Pirapora 9;UFV.RS.MG.033192-9;33192;UFV;Solar;Fotovoltaica;30,00;8,40;8,40;349,00;299,00;14,32;128168000,00;20;MG;3,58;95,42;83,47;35778131,37;Canadian Solar Inc.
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;Pirapora 10;UFV.RS.MG.033193-7;33193;UFV;Solar;Fotovoltaica;30,00;8,40;8,40;349,00;296,45;15,05;128168000,00;20;MG;3,58;95,42;82,75;35778131,37;Canadian Solar Inc.
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;Coremas II;UFV.RS.PB.032926-6;32926;UFV;Solar;Fotovoltaica;30,00;6,90;6,70;349,00;301,88;13,50;143042000,00;20;PB;3,58;95,42;84,27;39930212,43;SPE CESP Coremas II Ltda.
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;Nova Olinda 8;UFV.RS.PI.033127-9;33127;UFV;Solar;Fotovoltaica;30,00;8,80;8,80;349,00;302,83;13,22;208147450,00;20;PI;3,58;95,42;84,54;58104416,16;Enel Green Power Brasil Participações Ltda.
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;Nova Olinda 9;UFV.RS.PI.033128-7;33128;UFV;Solar;Fotovoltaica;30,00;8,80;8,80;349,00;302,83;13,22;208147450,00;20;PI;3,58;95,42;84,54;58104416,16;Enel Green Power Brasil Participações Ltda.
2022-10-01;2015;2015-08-28;2015/8;7º LER;LER;Nova Olinda 10;UFV.RS.PI.033129-5;33129;UFV;Solar;Fotovoltaica;30,00;8,80;8,80;349,00;302,83;13,22;208147450,00;20;PI;3,58;95,42;84,54;58104416,16;Enel Green Power Brasil Participações Ltda.
